feature_candidate_id,source_feature_id,feature_type,geometry_type,ring_id,vertex_sequence,longitude,latitude,elevation_m,vertex_role,source_dataset_id,source_sha256
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,1,38.92,6.772533,2460,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,2,38.883063,6.707619,2445,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,3,38.772725,6.551955,2406,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,4,38.616326,6.343416,2354,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,5,38.441807,6.119408,2296,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,6,38.277856,5.916753,2244,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,7,38.153908,5.771693,2205,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,8,38.1,5.72,2190,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,9,38.027007,5.640534,2171,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,10,37.842475,5.432357,2123,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,11,37.591516,5.14652,2056,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,12,37.319096,4.834202,1984,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,13,37.069997,4.546743,1917,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,14,36.888815,4.335643,1869,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,15,36.82,4.252533,1850,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,16,36.766368,4.213103,1828,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,17,36.640674,4.098798,1771,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,18,36.473432,3.937877,1693,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,19,36.294656,3.759101,1607,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,20,36.133735,3.591859,1529,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,21,36.01943,3.466165,1472,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,22,35.98,3.412533,1450,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,23,35.913994,3.338947,1424,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,24,35.737033,3.155908,1357,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,25,35.492597,2.908099,1265,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,26,35.224434,2.639936,1165,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,27,34.976625,2.3955,1073,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,28,34.793586,2.218539,1006,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,29,34.72,2.152533,980,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,30,34.679594,2.099878,958,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,31,34.564505,1.974967,903,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,32,34.403149,1.808159,827,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,33,34.224374,1.629384,743,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,34,34.057566,1.468028,667,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,35,33.932655,1.352939,612,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,36,33.88,1.312533,590,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,37,33.801405,1.255578,577,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,38,33.607458,1.098423,544,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,39,33.345471,0.879771,499,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,40,33.06241,0.638737,451,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,41,32.804805,0.414941,406,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,42,32.618752,0.248515,373,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,43,32.55,0.18,360,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,44,32.451901,0.117298,351,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,45,32.205891,-0.05406,326,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,46,31.872072,-0.291905,293,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,47,31.510265,-0.553683,257,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,48,31.179944,-0.796363,224,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,49,30.940239,-0.976434,199,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,50,30.85,-1.05,190,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,51,30.766877,-1.113148,184,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,52,30.543706,-1.261974,168,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,53,30.235327,-1.460328,146,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,54,29.89693,-1.672617,122,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,55,29.584143,-1.863944,100,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,56,29.353028,-2.000108,84,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000002,river:novegeo:r000001,RIVER,LINESTRING,,57,29.26,-2.047467,78,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,1,40.6,4.42,2240,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,2,40.548613,4.403221,2231,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,3,40.413891,4.378938,2206,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,4,40.228873,4.352696,2173,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,5,40.026687,4.329285,2137,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,6,39.840568,4.312553,2104,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,7,39.703861,4.305408,2079,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,8,39.65,4.31,2070,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,9,39.597846,4.300511,2061,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,10,39.464477,4.271245,2036,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,11,39.282531,4.229472,2003,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,12,39.084601,4.18265,1967,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,13,38.903223,4.138476,1934,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,14,38.770878,4.104884,1909,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,15,38.72,4.09,1900,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,16,38.668437,4.082288,1891,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,17,38.541448,4.045588,1868,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,18,38.370006,3.989244,1837,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,19,38.184846,3.923268,1803,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,20,38.016404,3.858504,1772,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,21,37.894822,3.806632,1749,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,22,37.85,3.78,1740,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,23,37.799771,3.762057,1732,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,24,37.667945,3.725027,1710,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,25,37.486856,3.677784,1681,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,26,37.288926,3.628834,1649,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,27,37.106692,3.586222,1620,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,28,36.972803,3.557538,1598,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,29,36.92,3.55,1590,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,30,36.869183,3.533815,1582,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,31,36.735903,3.507304,1562,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,32,36.552845,3.476638,1535,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,33,36.352787,3.447381,1505,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
NG-FEAT-000003,river:novegeo:r000002,RIVER,LINESTRING,,34,36.168614,3.424343,1478,CHANNEL_CENTERLINE,dataset:novegeo:hydrology:surface-water,0eb0f0cd402a7a493732e90231a6b96f2e3e99eb2a826ee58c36f5b6125f20f2
